Date,Category,Type,Amount,Responsible_Person,Relation
22-04-2024,Fixed_Deposits_Gold,Expense,3635,Spouse,Spouse
22-04-2024,Children_Activities,Expense,5712,Spouse,Spouse
23-04-2024,Freelance_Income,Income,11928,Man,Self
23-04-2024,House_Rent,Expense,10111,Man,Self
23-04-2024,Maintenance_Charges,Expense,3239,Man,Self
23-04-2024,Utilities,Expense,10375,Man,Self
23-04-2024,Insurance,Expense,10428,Man,Self
23-04-2024,Groceries_Household,Expense,2449,Spouse,Spouse
23-04-2024,Transport,Expense,8280,Man,Self
23-04-2024,Shopping,Expense,5982,Spouse,Spouse
23-04-2024,Vacations_Travel,Expense,4695,Shared,Children
23-04-2024,Fixed_Deposits_Gold,Expense,6000,Spouse,Spouse
23-04-2024,Children_Activities,Expense,8544,Spouse,Spouse
24-04-2024,House_Rent,Expense,6927,Man,Self
24-04-2024,Insurance,Expense,10968,Man,Self
24-04-2024,Groceries_Household,Expense,10620,Spouse,Spouse
24-04-2024,Dining_Out_Entertainment,Expense,6890,Spouse,Spouse
24-04-2024,Medical_Expenses,Expense,4682,Shared,Children
24-04-2024,Vacations_Travel,Expense,9949,Shared,Children
24-04-2024,Children_Education,Expense,8755,Man,Self
25-04-2024,House_Rent,Expense,9421,Man,Self
25-04-2024,Maintenance_Charges,Expense,8052,Man,Self
25-04-2024,Utilities,Expense,3145,Man,Self
25-04-2024,Groceries_Household,Expense,4450,Spouse,Spouse
25-04-2024,Medical_Expenses,Expense,8535,Shared,Children
25-04-2024,Vacations_Travel,Expense,6443,Shared,Children
25-04-2024,Fixed_Deposits_Gold,Expense,8379,Spouse,Spouse
25-04-2024,Children_Activities,Expense,8786,Spouse,Spouse
26-04-2024,Maintenance_Charges,Expense,2911,Man,Self
26-04-2024,Transport,Expense,10067,Man,Self
26-04-2024,Dining_Out_Entertainment,Expense,8396,Spouse,Spouse
26-04-2024,Medical_Expenses,Expense,6960,Shared,Children
26-04-2024,Shopping,Expense,5742,Spouse,Spouse
26-04-2024,Vacations_Travel,Expense,6783,Shared,Children
26-04-2024,Mutual_Funds_Stocks,Expense,7134,Man,Self
26-04-2024,Children_Education,Expense,9721,Man,Self
26-04-2024,Children_Activities,Expense,6507,Spouse,Spouse
27-04-2024,House_Rent,Expense,7219,Man,Self
27-04-2024,Groceries_Household,Expense,9832,Spouse,Spouse
27-04-2024,Transport,Expense,4382,Man,Self
27-04-2024,Dining_Out_Entertainment,Expense,8327,Spouse,Spouse
27-04-2024,Shopping,Expense,7622,Spouse,Spouse
27-04-2024,Vacations_Travel,Expense,11066,Shared,Children
27-04-2024,Emergency_Fund,Expense,11391,Man,Self
27-04-2024,Fixed_Deposits_Gold,Expense,10758,Spouse,Spouse
27-04-2024,Children_Activities,Expense,7051,Spouse,Spouse
28-04-2024,House_Rent,Expense,5504,Man,Self
28-04-2024,Maintenance_Charges,Expense,6167,Man,Self
28-04-2024,Insurance,Expense,8410,Man,Self
28-04-2024,Dining_Out_Entertainment,Expense,2907,Spouse,Spouse
28-04-2024,Vacations_Travel,Expense,11092,Shared,Children
28-04-2024,Children_Education,Expense,8499,Man,Self
29-04-2024,House_Rent,Expense,7368,Man,Self
29-04-2024,Insurance,Expense,11069,Man,Self
29-04-2024,Transport,Expense,8655,Man,Self
29-04-2024,Dining_Out_Entertainment,Expense,3993,Spouse,Spouse
29-04-2024,Emergency_Fund,Expense,4609,Man,Self
29-04-2024,Fixed_Deposits_Gold,Expense,10989,Spouse,Spouse
29-04-2024,Children_Education,Expense,9430,Man,Self
29-04-2024,Children_Activities,Expense,3061,Spouse,Spouse
30-04-2024,Freelance_Income,Income,6608,Man,Self
30-04-2024,House_Rent,Expense,2021,Man,Self
30-04-2024,Insurance,Expense,10104,Man,Self
30-04-2024,Groceries_Household,Expense,10571,Spouse,Spouse
30-04-2024,Transport,Expense,10089,Man,Self
30-04-2024,Dining_Out_Entertainment,Expense,7574,Spouse,Spouse
30-04-2024,Emergency_Fund,Expense,2056,Man,Self
30-04-2024,Fixed_Deposits_Gold,Expense,9703,Spouse,Spouse
30-04-2024,Children_Education,Expense,7794,Man,Self
30-04-2024,Children_Activities,Expense,6883,Spouse,Spouse
01-05-2024,Man_Salary,Income,94479,Man,Self
01-05-2024,Spouse_Salary,Income,77630,Spouse,Spouse
01-05-2024,Maintenance_Charges,Expense,2734,Man,Self
01-05-2024,Utilities,Expense,4329,Man,Self
01-05-2024,Groceries_Household,Expense,11358,Spouse,Spouse
01-05-2024,Transport,Expense,2784,Man,Self
01-05-2024,Vacations_Travel,Expense,7377,Shared,Children
01-05-2024,Mutual_Funds_Stocks,Expense,7642,Man,Self
01-05-2024,Fixed_Deposits_Gold,Expense,3649,Spouse,Spouse
01-05-2024,Children_Activities,Expense,3986,Spouse,Spouse
02-05-2024,Utilities,Expense,5957,Man,Self
02-05-2024,Groceries_Household,Expense,2034,Spouse,Spouse
02-05-2024,Transport,Expense,6754,Man,Self
02-05-2024,Shopping,Expense,10597,Spouse,Spouse
02-05-2024,Vacations_Travel,Expense,7295,Shared,Children
02-05-2024,Emergency_Fund,Expense,11197,Man,Self
02-05-2024,Mutual_Funds_Stocks,Expense,3623,Man,Self
02-05-2024,Fixed_Deposits_Gold,Expense,3262,Spouse,Spouse
02-05-2024,Children_Education,Expense,10467,Man,Self
02-05-2024,Children_Activities,Expense,6359,Spouse,Spouse
03-05-2024,Utilities,Expense,10800,Man,Self
03-05-2024,Transport,Expense,3216,Man,Self
03-05-2024,Shopping,Expense,4171,Spouse,Spouse
03-05-2024,Vacations_Travel,Expense,9748,Shared,Children
03-05-2024,Emergency_Fund,Expense,3145,Man,Self
03-05-2024,Mutual_Funds_Stocks,Expense,7921,Man,Self
03-05-2024,Children_Activities,Expense,4920,Spouse,Spouse
04-05-2024,Utilities,Expense,10912,Man,Self
04-05-2024,Insurance,Expense,10026,Man,Self
04-05-2024,Groceries_Household,Expense,7841,Spouse,Spouse
04-05-2024,Transport,Expense,10593,Man,Self
04-05-2024,Shopping,Expense,4874,Spouse,Spouse
04-05-2024,Vacations_Travel,Expense,11044,Shared,Children
04-05-2024,Fixed_Deposits_Gold,Expense,4408,Spouse,Spouse
04-05-2024,Children_Education,Expense,11905,Man,Self
05-05-2024,Interest_Dividends,Income,3927,Man,Self
05-05-2024,House_Rent,Expense,33632,Man,Self
05-05-2024,Maintenance_Charges,Expense,8430,Man,Self
05-05-2024,Utilities,Expense,3499,Man,Self
05-05-2024,Transport,Expense,10434,Man,Self
05-05-2024,Dining_Out_Entertainment,Expense,8292,Spouse,Spouse
05-05-2024,Vacations_Travel,Expense,6910,Shared,Children
05-05-2024,Mutual_Funds_Stocks,Expense,9895,Man,Self
05-05-2024,Fixed_Deposits_Gold,Expense,6415,Spouse,Spouse
05-05-2024,Children_Education,Expense,4002,Man,Self
06-05-2024,House_Rent,Expense,9874,Man,Self
06-05-2024,Utilities,Expense,3026,Man,Self
06-05-2024,Groceries_Household,Expense,8518,Spouse,Spouse
06-05-2024,Transport,Expense,6534,Man,Self
06-05-2024,Shopping,Expense,6273,Spouse,Spouse
06-05-2024,Mutual_Funds_Stocks,Expense,10566,Man,Self
06-05-2024,Fixed_Deposits_Gold,Expense,3403,Spouse,Spouse
07-05-2024,Utilities,Expense,3217,Man,Self
07-05-2024,Insurance,Expense,7925,Man,Self
07-05-2024,Groceries_Household,Expense,5622,Spouse,Spouse
07-05-2024,Transport,Expense,6287,Man,Self
07-05-2024,Dining_Out_Entertainment,Expense,2442,Spouse,Spouse
07-05-2024,Vacations_Travel,Expense,9699,Shared,Children
07-05-2024,Mutual_Funds_Stocks,Expense,4041,Man,Self
07-05-2024,Children_Activities,Expense,6716,Spouse,Spouse
08-05-2024,Utilities,Expense,2513,Man,Self
08-05-2024,Groceries_Household,Expense,9753,Spouse,Spouse
08-05-2024,Transport,Expense,9155,Man,Self
08-05-2024,Dining_Out_Entertainment,Expense,10820,Spouse,Spouse
08-05-2024,Vacations_Travel,Expense,2649,Shared,Children
08-05-2024,Emergency_Fund,Expense,2561,Man,Self
08-05-2024,Mutual_Funds_Stocks,Expense,3837,Man,Self
09-05-2024,Freelance_Income,Income,9779,Man,Self
09-05-2024,House_Rent,Expense,10675,Man,Self
09-05-2024,Maintenance_Charges,Expense,4880,Man,Self
09-05-2024,Utilities,Expense,7248,Man,Self
09-05-2024,Insurance,Expense,3050,Man,Self
09-05-2024,Dining_Out_Entertainment,Expense,11825,Spouse,Spouse
09-05-2024,Emergency_Fund,Expense,6407,Man,Self
09-05-2024,Mutual_Funds_Stocks,Expense,6870,Man,Self
09-05-2024,Fixed_Deposits_Gold,Expense,5204,Spouse,Spouse
09-05-2024,Children_Education,Expense,7471,Man,Self
09-05-2024,Children_Activities,Expense,3673,Spouse,Spouse
10-05-2024,House_Rent,Expense,10159,Man,Self
10-05-2024,Maintenance_Charges,Expense,4604,Man,Self
10-05-2024,Utilities,Expense,11858,Man,Self
10-05-2024,Transport,Expense,2254,Man,Self
10-05-2024,Dining_Out_Entertainment,Expense,4112,Spouse,Spouse
10-05-2024,Vacations_Travel,Expense,5094,Shared,Children
10-05-2024,Emergency_Fund,Expense,11753,Man,Self
10-05-2024,Fixed_Deposits_Gold,Expense,8611,Spouse,Spouse
10-05-2024,Children_Education,Expense,19484,Man,Self
10-05-2024,Children_Activities,Expense,4460,Spouse,Spouse
11-05-2024,Freelance_Income,Income,9464,Man,Self
11-05-2024,Maintenance_Charges,Expense,11783,Man,Self
11-05-2024,Utilities,Expense,11312,Man,Self
11-05-2024,Insurance,Expense,3433,Man,Self
11-05-2024,Groceries_Household,Expense,11531,Spouse,Spouse
11-05-2024,Transport,Expense,3741,Man,Self
11-05-2024,Shopping,Expense,10121,Spouse,Spouse
11-05-2024,Mutual_Funds_Stocks,Expense,6152,Man,Self
11-05-2024,Children_Activities,Expense,5626,Spouse,Spouse
12-05-2024,House_Rent,Expense,4446,Man,Self
12-05-2024,Utilities,Expense,3893,Man,Self
12-05-2024,Insurance,Expense,4482,Man,Self
12-05-2024,Groceries_Household,Expense,10404,Spouse,Spouse
12-05-2024,Transport,Expense,4783,Man,Self
12-05-2024,Dining_Out_Entertainment,Expense,3264,Spouse,Spouse
12-05-2024,Medical_Expenses,Expense,3286,Shared,Children
12-05-2024,Emergency_Fund,Expense,7902,Man,Self
12-05-2024,Fixed_Deposits_Gold,Expense,9309,Spouse,Spouse
13-05-2024,Freelance_Income,Income,5261,Man,Self
13-05-2024,Maintenance_Charges,Expense,2831,Man,Self
13-05-2024,Dining_Out_Entertainment,Expense,11148,Spouse,Spouse
13-05-2024,Medical_Expenses,Expense,8284,Shared,Children
13-05-2024,Shopping,Expense,9697,Spouse,Spouse
13-05-2024,Vacations_Travel,Expense,4099,Shared,Children
13-05-2024,Mutual_Funds_Stocks,Expense,3916,Man,Self
13-05-2024,Children_Activities,Expense,11230,Spouse,Spouse
14-05-2024,Utilities,Expense,10366,Man,Self
14-05-2024,Insurance,Expense,2841,Man,Self
14-05-2024,Transport,Expense,2859,Man,Self
14-05-2024,Dining_Out_Entertainment,Expense,8476,Spouse,Spouse
14-05-2024,Shopping,Expense,3982,Spouse,Spouse
14-05-2024,Emergency_Fund,Expense,7345,Man,Self
14-05-2024,Mutual_Funds_Stocks,Expense,9997,Man,Self
14-05-2024,Children_Education,Expense,7143,Man,Self
14-05-2024,Children_Activities,Expense,11927,Spouse,Spouse
15-05-2024,Freelance_Income,Income,11447,Man,Self
15-05-2024,Maintenance_Charges,Expense,11838,Man,Self
15-05-2024,Utilities,Expense,6559,Man,Self
15-05-2024,Groceries_Household,Expense,8606,Spouse,Spouse
15-05-2024,Transport,Expense,8889,Man,Self
15-05-2024,Shopping,Expense,8158,Spouse,Spouse
15-05-2024,Emergency_Fund,Expense,9741,Man,Self
15-05-2024,Mutual_Funds_Stocks,Expense,8902,Man,Self
15-05-2024,Fixed_Deposits_Gold,Expense,10041,Spouse,Spouse
15-05-2024,Children_Education,Expense,11870,Man,Self
16-05-2024,House_Rent,Expense,6331,Man,Self
16-05-2024,Insurance,Expense,11166,Man,Self
16-05-2024,Transport,Expense,5171,Man,Self
16-05-2024,Dining_Out_Entertainment,Expense,11116,Spouse,Spouse
16-05-2024,Medical_Expenses,Expense,3289,Shared,Children
16-05-2024,Vacations_Travel,Expense,8112,Shared,Children
16-05-2024,Children_Activities,Expense,3876,Spouse,Spouse
17-05-2024,Freelance_Income,Income,6161,Man,Self
17-05-2024,Maintenance_Charges,Expense,2090,Man,Self
17-05-2024,Insurance,Expense,9177,Man,Self
17-05-2024,Transport,Expense,8677,Man,Self
17-05-2024,Dining_Out_Entertainment,Expense,11144,Spouse,Spouse
17-05-2024,Emergency_Fund,Expense,5478,Man,Self
17-05-2024,Children_Education,Expense,8848,Man,Self
17-05-2024,Children_Activities,Expense,10475,Spouse,Spouse
18-05-2024,Maintenance_Charges,Expense,3271,Man,Self
18-05-2024,Shopping,Expense,8161,Spouse,Spouse
18-05-2024,Vacations_Travel,Expense,8140,Shared,Children
18-05-2024,Emergency_Fund,Expense,4845,Man,Self
18-05-2024,Fixed_Deposits_Gold,Expense,3674,Spouse,Spouse
18-05-2024,Children_Education,Expense,7250,Man,Self
18-05-2024,Children_Activities,Expense,4219,Spouse,Spouse
19-05-2024,Maintenance_Charges,Expense,10362,Man,Self
19-05-2024,Utilities,Expense,9062,Man,Self
19-05-2024,Groceries_Household,Expense,8685,Spouse,Spouse
19-05-2024,Shopping,Expense,6677,Spouse,Spouse
19-05-2024,Vacations_Travel,Expense,2924,Shared,Children
19-05-2024,Children_Education,Expense,10291,Man,Self
20-05-2024,Maintenance_Charges,Expense,2530,Man,Self
20-05-2024,Utilities,Expense,10240,Man,Self
20-05-2024,Dining_Out_Entertainment,Expense,11718,Spouse,Spouse
20-05-2024,Emergency_Fund,Expense,4256,Man,Self
20-05-2024,Mutual_Funds_Stocks,Expense,4342,Man,Self
21-05-2024,House_Rent,Expense,2895,Man,Self
21-05-2024,Utilities,Expense,3960,Man,Self
21-05-2024,Insurance,Expense,3161,Man,Self
21-05-2024,Dining_Out_Entertainment,Expense,7080,Spouse,Spouse
21-05-2024,Medical_Expenses,Expense,4292,Shared,Children
21-05-2024,Mutual_Funds_Stocks,Expense,4491,Man,Self
21-05-2024,Children_Education,Expense,11141,Man,Self
22-05-2024,Freelance_Income,Income,8507,Man,Self
22-05-2024,Utilities,Expense,4583,Man,Self
22-05-2024,Insurance,Expense,4343,Man,Self
22-05-2024,Dining_Out_Entertainment,Expense,10628,Spouse,Spouse
22-05-2024,Medical_Expenses,Expense,11755,Shared,Children
22-05-2024,Shopping,Expense,11308,Spouse,Spouse
23-05-2024,House_Rent,Expense,7425,Man,Self
23-05-2024,Insurance,Expense,5653,Man,Self
23-05-2024,Transport,Expense,6276,Man,Self
23-05-2024,Dining_Out_Entertainment,Expense,10487,Spouse,Spouse
23-05-2024,Emergency_Fund,Expense,2199,Man,Self
23-05-2024,Mutual_Funds_Stocks,Expense,5859,Man,Self
23-05-2024,Children_Education,Expense,4694,Man,Self
23-05-2024,Children_Activities,Expense,11454,Spouse,Spouse
24-05-2024,Freelance_Income,Income,9500,Man,Self
24-05-2024,House_Rent,Expense,2157,Man,Self
24-05-2024,Maintenance_Charges,Expense,9392,Man,Self
24-05-2024,Groceries_Household,Expense,2480,Spouse,Spouse
24-05-2024,Transport,Expense,3852,Man,Self
24-05-2024,Dining_Out_Entertainment,Expense,2282,Spouse,Spouse
24-05-2024,Medical_Expenses,Expense,4167,Shared,Children
24-05-2024,Vacations_Travel,Expense,9817,Shared,Children
24-05-2024,Mutual_Funds_Stocks,Expense,4294,Man,Self
24-05-2024,Children_Education,Expense,5371,Man,Self
25-05-2024,Freelance_Income,Income,6655,Man,Self
25-05-2024,House_Rent,Expense,3204,Man,Self
25-05-2024,Utilities,Expense,8457,Man,Self
25-05-2024,Groceries_Household,Expense,5603,Spouse,Spouse
25-05-2024,Medical_Expenses,Expense,9031,Shared,Children
25-05-2024,Vacations_Travel,Expense,11074,Shared,Children
25-05-2024,Mutual_Funds_Stocks,Expense,4460,Man,Self
25-05-2024,Fixed_Deposits_Gold,Expense,4253,Spouse,Spouse
26-05-2024,Maintenance_Charges,Expense,4695,Man,Self
26-05-2024,Insurance,Expense,6853,Man,Self
26-05-2024,Medical_Expenses,Expense,5936,Shared,Children
26-05-2024,Vacations_Travel,Expense,8517,Shared,Children
26-05-2024,Emergency_Fund,Expense,6172,Man,Self
26-05-2024,Mutual_Funds_Stocks,Expense,3333,Man,Self
26-05-2024,Fixed_Deposits_Gold,Expense,9328,Spouse,Spouse
26-05-2024,Children_Education,Expense,4180,Man,Self
26-05-2024,Children_Activities,Expense,2168,Spouse,Spouse
27-05-2024,House_Rent,Expense,5760,Man,Self
27-05-2024,Transport,Expense,11292,Man,Self
27-05-2024,Dining_Out_Entertainment,Expense,10730,Spouse,Spouse
27-05-2024,Shopping,Expense,4882,Spouse,Spouse
27-05-2024,Vacations_Travel,Expense,10170,Shared,Children
27-05-2024,Emergency_Fund,Expense,2809,Man,Self
27-05-2024,Fixed_Deposits_Gold,Expense,3338,Spouse,Spouse
27-05-2024,Children_Activities,Expense,6266,Spouse,Spouse
28-05-2024,Freelance_Income,Income,9724,Man,Self
28-05-2024,Utilities,Expense,3779,Man,Self
28-05-2024,Groceries_Household,Expense,10958,Spouse,Spouse
28-05-2024,Dining_Out_Entertainment,Expense,2257,Spouse,Spouse
28-05-2024,Medical_Expenses,Expense,10422,Shared,Children
28-05-2024,Mutual_Funds_Stocks,Expense,6151,Man,Self
28-05-2024,Children_Activities,Expense,5961,Spouse,Spouse
29-05-2024,Maintenance_Charges,Expense,4374,Man,Self
29-05-2024,Utilities,Expense,9193,Man,Self
29-05-2024,Insurance,Expense,3881,Man,Self
29-05-2024,Groceries_Household,Expense,3031,Spouse,Spouse
29-05-2024,Dining_Out_Entertainment,Expense,9655,Spouse,Spouse
29-05-2024,Shopping,Expense,9592,Spouse,Spouse
29-05-2024,Children_Education,Expense,10803,Man,Self
29-05-2024,Children_Activities,Expense,6741,Spouse,Spouse
30-05-2024,Dining_Out_Entertainment,Expense,5844,Spouse,Spouse
30-05-2024,Emergency_Fund,Expense,10037,Man,Self
30-05-2024,Mutual_Funds_Stocks,Expense,11110,Man,Self
30-05-2024,Fixed_Deposits_Gold,Expense,9161,Spouse,Spouse
30-05-2024,Children_Activities,Expense,3675,Spouse,Spouse
31-05-2024,Maintenance_Charges,Expense,10083,Man,Self
31-05-2024,Emergency_Fund,Expense,7322,Man,Self
31-05-2024,Mutual_Funds_Stocks,Expense,4684,Man,Self
31-05-2024,Fixed_Deposits_Gold,Expense,9887,Spouse,Spouse
01-06-2024,Man_Salary,Income,103001,Man,Self
01-06-2024,Spouse_Salary,Income,70547,Spouse,Spouse
01-06-2024,Freelance_Income,Income,9766,Man,Self
01-06-2024,House_Rent,Expense,4797,Man,Self
01-06-2024,Maintenance_Charges,Expense,9142,Man,Self
01-06-2024,Medical_Expenses,Expense,8097,Shared,Children
01-06-2024,Shopping,Expense,6791,Spouse,Spouse
01-06-2024,Vacations_Travel,Expense,4548,Shared,Children
01-06-2024,Emergency_Fund,Expense,10598,Man,Self
01-06-2024,Mutual_Funds_Stocks,Expense,7384,Man,Self
01-06-2024,Children_Education,Expense,11085,Man,Self
01-06-2024,Children_Activities,Expense,5997,Spouse,Spouse
02-06-2024,Freelance_Income,Income,5106,Man,Self
02-06-2024,Groceries_Household,Expense,10396,Spouse,Spouse
02-06-2024,Transport,Expense,5130,Man,Self
02-06-2024,Dining_Out_Entertainment,Expense,11450,Spouse,Spouse
02-06-2024,Fixed_Deposits_Gold,Expense,11267,Spouse,Spouse
02-06-2024,Children_Education,Expense,7741,Man,Self
02-06-2024,Children_Activities,Expense,11926,Spouse,Spouse
03-06-2024,House_Rent,Expense,8205,Man,Self
03-06-2024,Utilities,Expense,5696,Man,Self
03-06-2024,Groceries_Household,Expense,8814,Spouse,Spouse
03-06-2024,Transport,Expense,6539,Man,Self
03-06-2024,Dining_Out_Entertainment,Expense,6432,Spouse,Spouse
03-06-2024,Medical_Expenses,Expense,11257,Shared,Children
03-06-2024,Vacations_Travel,Expense,8687,Shared,Children
03-06-2024,Emergency_Fund,Expense,10960,Man,Self
03-06-2024,Mutual_Funds_Stocks,Expense,7468,Man,Self
03-06-2024,Fixed_Deposits_Gold,Expense,10384,Spouse,Spouse
03-06-2024,Children_Activities,Expense,6423,Spouse,Spouse
04-06-2024,Freelance_Income,Income,9120,Man,Self
04-06-2024,Maintenance_Charges,Expense,11027,Man,Self
04-06-2024,Utilities,Expense,4104,Man,Self
04-06-2024,Groceries_Household,Expense,7882,Spouse,Spouse
04-06-2024,Vacations_Travel,Expense,4552,Shared,Children
04-06-2024,Mutual_Funds_Stocks,Expense,5291,Man,Self
04-06-2024,Fixed_Deposits_Gold,Expense,7851,Spouse,Spouse
04-06-2024,Children_Education,Expense,3804,Man,Self
05-06-2024,Freelance_Income,Income,10517,Man,Self
05-06-2024,Interest_Dividends,Income,2049,Man,Self
05-06-2024,House_Rent,Expense,34020,Man,Self
05-06-2024,Insurance,Expense,10227,Man,Self
05-06-2024,Transport,Expense,6295,Man,Self
05-06-2024,Shopping,Expense,7780,Spouse,Spouse
05-06-2024,Emergency_Fund,Expense,7879,Man,Self
06-06-2024,House_Rent,Expense,4362,Man,Self
06-06-2024,Maintenance_Charges,Expense,4811,Man,Self
06-06-2024,Utilities,Expense,3987,Man,Self
06-06-2024,Groceries_Household,Expense,6010,Spouse,Spouse
06-06-2024,Transport,Expense,4981,Man,Self
06-06-2024,Mutual_Funds_Stocks,Expense,5892,Man,Self
06-06-2024,Fixed_Deposits_Gold,Expense,4827,Spouse,Spouse
07-06-2024,House_Rent,Expense,11612,Man,Self
07-06-2024,Insurance,Expense,5360,Man,Self
07-06-2024,Groceries_Household,Expense,10891,Spouse,Spouse
07-06-2024,Transport,Expense,10598,Man,Self
07-06-2024,Dining_Out_Entertainment,Expense,5437,Spouse,Spouse
07-06-2024,Mutual_Funds_Stocks,Expense,2242,Man,Self
07-06-2024,Fixed_Deposits_Gold,Expense,6885,Spouse,Spouse
07-06-2024,Children_Activities,Expense,4832,Spouse,Spouse
08-06-2024,Freelance_Income,Income,9677,Man,Self
08-06-2024,House_Rent,Expense,10861,Man,Self
08-06-2024,Maintenance_Charges,Expense,2931,Man,Self
08-06-2024,Insurance,Expense,2019,Man,Self
08-06-2024,Medical_Expenses,Expense,2191,Shared,Children
08-06-2024,Vacations_Travel,Expense,2732,Shared,Children
08-06-2024,Children_Activities,Expense,9253,Spouse,Spouse
09-06-2024,Freelance_Income,Income,7747,Man,Self
09-06-2024,Maintenance_Charges,Expense,6806,Man,Self
09-06-2024,Insurance,Expense,2159,Man,Self
09-06-2024,Groceries_Household,Expense,4766,Spouse,Spouse
09-06-2024,Dining_Out_Entertainment,Expense,9091,Spouse,Spouse
09-06-2024,Shopping,Expense,9605,Spouse,Spouse
09-06-2024,Vacations_Travel,Expense,2053,Shared,Children
09-06-2024,Emergency_Fund,Expense,8886,Man,Self
09-06-2024,Mutual_Funds_Stocks,Expense,5146,Man,Self
09-06-2024,Fixed_Deposits_Gold,Expense,2927,Spouse,Spouse
09-06-2024,Children_Education,Expense,10355,Man,Self
09-06-2024,Children_Activities,Expense,7932,Spouse,Spouse
10-06-2024,Maintenance_Charges,Expense,8536,Man,Self
10-06-2024,Groceries_Household,Expense,11583,Spouse,Spouse
10-06-2024,Medical_Expenses,Expense,3277,Shared,Children
10-06-2024,Mutual_Funds_Stocks,Expense,8713,Man,Self
10-06-2024,Children_Education,Expense,13270,Man,Self
10-06-2024,Children_Activities,Expense,6386,Spouse,Spouse
11-06-2024,House_Rent,Expense,2514,Man,Self
11-06-2024,Maintenance_Charges,Expense,10850,Man,Self
11-06-2024,Medical_Expenses,Expense,4776,Shared,Children
11-06-2024,Vacations_Travel,Expense,7875,Shared,Children
11-06-2024,Children_Education,Expense,3904,Man,Self
12-06-2024,Maintenance_Charges,Expense,8640,Man,Self
12-06-2024,Utilities,Expense,11687,Man,Self
12-06-2024,Insurance,Expense,8025,Man,Self
12-06-2024,Groceries_Household,Expense,5471,Spouse,Spouse
12-06-2024,Transport,Expense,6443,Man,Self
12-06-2024,Vacations_Travel,Expense,3866,Shared,Children
12-06-2024,Emergency_Fund,Expense,5236,Man,Self
12-06-2024,Mutual_Funds_Stocks,Expense,5486,Man,Self
12-06-2024,Children_Activities,Expense,7390,Spouse,Spouse
13-06-2024,Utilities,Expense,9274,Man,Self
13-06-2024,Insurance,Expense,8279,Man,Self
13-06-2024,Groceries_Household,Expense,10932,Spouse,Spouse
13-06-2024,Shopping,Expense,4295,Spouse,Spouse
13-06-2024,Vacations_Travel,Expense,11944,Shared,Children
13-06-2024,Children_Activities,Expense,6241,Spouse,Spouse
14-06-2024,Maintenance_Charges,Expense,6580,Man,Self
14-06-2024,Groceries_Household,Expense,11012,Spouse,Spouse
14-06-2024,Transport,Expense,3017,Man,Self
14-06-2024,Medical_Expenses,Expense,8113,Shared,Children
14-06-2024,Shopping,Expense,8472,Spouse,Spouse
14-06-2024,Fixed_Deposits_Gold,Expense,8881,Spouse,Spouse
14-06-2024,Children_Education,Expense,7007,Man,Self
15-06-2024,Emergency_Fund,Expense,6498,Man,Self
15-06-2024,Mutual_Funds_Stocks,Expense,9170,Man,Self
15-06-2024,Fixed_Deposits_Gold,Expense,5877,Spouse,Spouse
15-06-2024,Children_Activities,Expense,5950,Spouse,Spouse
16-06-2024,Maintenance_Charges,Expense,7160,Man,Self
16-06-2024,Dining_Out_Entertainment,Expense,5577,Spouse,Spouse
16-06-2024,Vacations_Travel,Expense,2595,Shared,Children
16-06-2024,Emergency_Fund,Expense,6785,Man,Self
16-06-2024,Fixed_Deposits_Gold,Expense,7385,Spouse,Spouse
16-06-2024,Children_Activities,Expense,7901,Spouse,Spouse
17-06-2024,Freelance_Income,Income,11957,Man,Self
17-06-2024,Utilities,Expense,9039,Man,Self
17-06-2024,Dining_Out_Entertainment,Expense,8045,Spouse,Spouse
17-06-2024,Medical_Expenses,Expense,7500,Shared,Children
17-06-2024,Shopping,Expense,9911,Spouse,Spouse
17-06-2024,Fixed_Deposits_Gold,Expense,2009,Spouse,Spouse
18-06-2024,House_Rent,Expense,2138,Man,Self
18-06-2024,Utilities,Expense,3942,Man,Self
18-06-2024,Groceries_Household,Expense,3556,Spouse,Spouse
18-06-2024,Transport,Expense,9085,Man,Self
18-06-2024,Shopping,Expense,5041,Spouse,Spouse
18-06-2024,Vacations_Travel,Expense,3346,Shared,Children
18-06-2024,Emergency_Fund,Expense,8304,Man,Self
18-06-2024,Children_Activities,Expense,4233,Spouse,Spouse
19-06-2024,House_Rent,Expense,8957,Man,Self
19-06-2024,Utilities,Expense,2785,Man,Self
19-06-2024,Insurance,Expense,6761,Man,Self
19-06-2024,Groceries_Household,Expense,7210,Spouse,Spouse
19-06-2024,Transport,Expense,6012,Man,Self
19-06-2024,Dining_Out_Entertainment,Expense,8432,Spouse,Spouse
19-06-2024,Shopping,Expense,7329,Spouse,Spouse
19-06-2024,Vacations_Travel,Expense,9950,Shared,Children
19-06-2024,Mutual_Funds_Stocks,Expense,3920,Man,Self
19-06-2024,Fixed_Deposits_Gold,Expense,4410,Spouse,Spouse
19-06-2024,Children_Education,Expense,8909,Man,Self
19-06-2024,Children_Activities,Expense,3975,Spouse,Spouse
20-06-2024,Freelance_Income,Income,10595,Man,Self
20-06-2024,Insurance,Expense,5923,Man,Self
20-06-2024,Transport,Expense,6623,Man,Self
20-06-2024,Dining_Out_Entertainment,Expense,8201,Spouse,Spouse
20-06-2024,Shopping,Expense,10899,Spouse,Spouse
